,boliga_id,address1,address2,zipcode,list_price,living_area,lot_area,rooms,floors,construction_date,energy_rating,taxes_pr_month,bsmnt_area,station_dist_km,created_date,url,gmaps,market_days
0,1728422,Benediktevej 15, 3480 Fredensborg,3480,5595000,153,1000,6,0,1925,D,4223,81,109.54,2020-12-01,https://www.boliga.dk/bolig/1728422,"https://maps.google.com/?q=56.52897,10.813715",116
0,1725696,Kirkeleddet 125, Båstrup,3480,4895000,191,818,6,0,1988,C,5050,93,8.56,2020-11-21,https://www.boliga.dk/bolig/1725696,"https://maps.google.com/?q=55.974016,12.419189",126
0,1724712,Langerødvej 43B, 3480 Fredensborg,3480,6800000,193,4036,6,0,1930,C,5049,0,11.29,2020-11-18,https://www.boliga.dk/bolig/1724712,"https://maps.google.com/?q=55.984786,12.459382",129
0,1717086,Vilhelmsro 240, 3480 Fredensborg,3480,3795000,132,811,5,0,1976,C,4244,0,7.69,2020-10-23,https://www.boliga.dk/bolig/1717086,"https://maps.google.com/?q=55.964451,12.414321",155
0,1708519,Olaf Poulsens Alle 1A, 3480 Fredensborg,3480,3245000,117,709,4,0,1876,E,3324,0,8.48,2020-09-25,https://www.boliga.dk/bolig/1708519,"https://maps.google.com/?q=55.980965,12.406634",183
0,1705967,Helsingørsvej 18A, 3480 Fredensborg,3480,2995000,150,913,5,0,1976,F,4215,0,8.31,2020-09-17,https://www.boliga.dk/bolig/1705967,"https://maps.google.com/?q=55.979262,12.405869",191
0,1692511,Hillerødvejen 51, 3480 Fredensborg,3480,2995000,140,1395,5,0,1954,F,3946,70,5.73,2020-08-12,https://www.boliga.dk/bolig/1692511,"https://maps.google.com/?q=55.963697,12.375029",227
0,1689856,Toftegårdsvænget 112, 3480 Fredensborg,3480,3595000,184,606,6,0,1972,C,3726,0,7.85,2020-08-04,https://www.boliga.dk/bolig/1689856,"https://maps.google.com/?q=55.970859,12.409262",235
0,1675501,Grønholtvej 61, 3480 Fredensborg,3480,2500000,137,485,5,0,1872,B,3099,0,7.41,2020-06-22,https://www.boliga.dk/bolig/1675501,"https://maps.google.com/?q=55.945061,12.425039",278
0,1663020,Hillerødvejen 49, 3480 Fredensborg,3480,5650000,171,2043,4,0,1940,G,4697,0,5.75,2020-05-17,https://www.boliga.dk/bolig/1663020,"https://maps.google.com/?q=55.96366,12.375685",314
0,1656255,Benediktevej 27, 3480 Fredensborg,3480,2775000,152,861,4,0,1830,C,4716,0,184.22,2020-04-25,https://www.boliga.dk/bolig/1656255,"https://maps.google.com/?q=55.250199,9.298537",336
0,1592600,Endrupvej 6B, 3480 Fredensborg,3480,5795000,255,1470,5,0,1833,C,5646,11,8.59,2019-09-05,https://www.boliga.dk/bolig/1592600,"https://maps.google.com/?q=55.981725,12.407673",569
0,1764173,Porsevænget 18, 2800 Kongens Lyngby,2800,5195000,119,364,4,0,1945,D,3621,25,1.15,2021-03-26,https://www.boliga.dk/bolig/1764173,"https://maps.google.com/?q=55.757608,12.491554",1
0,1764510,Christoffers Alle 69, 2800 Kongens Lyngby,2800,5495000,113,819,5,0,1954,F,4293,113,0.83,2021-03-27,https://www.boliga.dk/bolig/1764510,"https://maps.google.com/?q=55.753769,12.485414",0
0,1763841,Nybrovej 178, 2800 Kongens Lyngby,2800,5995000,121,846,5,0,1947,F,5156,65,0.85,2021-03-26,https://www.boliga.dk/bolig/1763841,"https://maps.google.com/?q=55.764653,12.491056",1
0,1763921,Islandsvej 1A, 2800 Kongens Lyngby,2800,7795000,198,1089,7,0,1930,E,6075,10,4.32,2021-03-26,https://www.boliga.dk/bolig/1763921,"https://maps.google.com/?q=55.427628,12.142853",1
0,1763607,Tjørnevænget 4, 2800 Kongens Lyngby,2800,8495000,131,1083,3,0,1948,D,5131,131,175.71,2021-03-25,https://www.boliga.dk/bolig/1763607,"https://maps.google.com/?q=55.070654,15.135772",2
0,1762881,Islandsvej 1B, 2800 Kongens Lyngby,2800,6795000,160,805,4,0,1961,D,5044,0,2.19,2021-03-24,https://www.boliga.dk/bolig/1762881,"https://maps.google.com/?q=55.79606,12.508195",3
0,1762628,Gammelmosevej 205, 2800 Kongens Lyngby,2800,9245000,305,1343,14,0,1968,C,7537,0,0.55,2021-03-24,https://www.boliga.dk/bolig/1762628,"https://maps.google.com/?q=55.75527,12.48169",3
0,1761309,Gadevangen 3, 2800 Kongens Lyngby,2800,5995000,115,727,3,0,1954,D,5738,81,3.38,2021-03-20,https://www.boliga.dk/bolig/1761309,"https://maps.google.com/?q=55.791349,12.539861",7
0,1761251,Gammel Bagsværdvej 36, 2800 Kongens Lyngby,2800,15500000,346,1182,9,0,1929,C,7868,0,0.76,2021-03-20,https://www.boliga.dk/bolig/1761251,"https://maps.google.com/?q=55.76738,12.491129",7
0,1759098,Lundtoftevej 261A, 2800 Kongens Lyngby,2800,7850000,168,783,6,0,2007,B,5595,0,3.88,2021-03-15,https://www.boliga.dk/bolig/1759098,"https://maps.google.com/?q=55.798225,12.537527",12
0,1758585,Triumfvej 104, 2800 Kongens Lyngby,2800,6495000,125,1031,4,0,1935,E,5880,78,,2021-03-13,https://www.boliga.dk/bolig/1758585,https://maps.google.com/?q=,14
0,1756716,Lyngholmsvej 8, 2800 Kongens Lyngby,2800,4500000,78,672,3,0,1956,E,3831,0,204.54,2021-03-10,https://www.boliga.dk/bolig/1756716,"https://maps.google.com/?q=55.904477,8.800249",17
0,1755939,Møllevænget 35, 2800 Kongens Lyngby,2800,6495000,165,806,5,0,1941,C,4508,66,0.88,2021-03-07,https://www.boliga.dk/bolig/1755939,"https://maps.google.com/?q=55.755086,12.49063",20
0,1753670,Hvidegårdsparken 2, 2800 Kongens Lyngby,2800,5995000,151,742,5,0,1963,G,4876,0,1.5,2021-03-02,https://www.boliga.dk/bolig/1753670,"https://maps.google.com/?q=55.774424,12.528906",25
0,1752863,Hjortekærsvej 174, 2800 Kongens Lyngby,2800,7495000,144,749,5,0,1970,D,6000,66,3.51,2021-02-27,https://www.boliga.dk/bolig/1752863,"https://maps.google.com/?q=55.795741,12.542248",28
0,1752691,Chr. Winthers Vej 42, 2800 Kongens Lyngby,2800,10600000,174,1035,5,0,1942,D,7218,43,1.13,2021-02-26,https://www.boliga.dk/bolig/1752691,"https://maps.google.com/?q=55.769967,12.485379",29
0,1751922,Sophus Schandorphs Vej 29, 2800 Kongens Lyngby,2800,7995000,119,801,5,0,1946,D,5717,58,1.0,2021-02-25,https://www.boliga.dk/bolig/1751922,"https://maps.google.com/?q=55.766537,12.487473",30
0,1751532,Knuds Alle 76, 2800 Kongens Lyngby,2800,6495000,160,1168,5,0,1948,D,5213,86,0.41,2021-02-24,https://www.boliga.dk/bolig/1751532,"https://maps.google.com/?q=55.753792,12.47763",31
0,1751587,Fortunvænget 6, 2800 Kongens Lyngby,2800,6995000,154,784,5,0,1962,F,5903,0,2.35,2021-02-24,https://www.boliga.dk/bolig/1751587,"https://maps.google.com/?q=55.779614,12.541183",31
0,1751203,Blomstervænget 3, 2800 Kongens Lyngby,2800,7995000,120,701,5,0,1936,D,5462,94,189.54,2021-02-23,https://www.boliga.dk/bolig/1751203,"https://maps.google.com/?q=55.021998,9.304767",32
0,1749951,Hjortekærbakken 15, 2800 Kongens Lyngby,2800,12300000,225,898,6,0,2016,A20,9130,120,3.85,2021-02-18,https://www.boliga.dk/bolig/1749951,"https://maps.google.com/?q=55.798826,12.539413",37
0,1749524,Danmarksvej 41A, 2800 Kongens Lyngby,2800,5300000,137,754,7,0,1916,E,5255,61,2.6,2021-02-17,https://www.boliga.dk/bolig/1749524,"https://maps.google.com/?q=55.794395,12.517796",38
0,1749347,Kongshvilebakken 70, 2800 Kongens Lyngby,2800,16995000,129,1200,5,0,1957,D,7589,93,1.05,2021-02-17,https://www.boliga.dk/bolig/1749347,"https://maps.google.com/?q=55.772496,12.47722",38
0,1748987,Peter Rørdams Vej 6, 2800 Kongens Lyngby,2800,8495000,161,846,5,0,1933,D,5721,100,0.57,2021-02-16,https://www.boliga.dk/bolig/1748987,"https://maps.google.com/?q=55.766117,12.517334",39
0,1748393,Kongshvilebakken 30, 2800 Kongens Lyngby,2800,15995000,211,1441,9,0,1950,D,12085,113,1.04,2021-02-13,https://www.boliga.dk/bolig/1748393,"https://maps.google.com/?q=55.772023,12.481533",42
0,1746909,Caroline Amalie Vej 98, 2800 Kongens Lyngby,2800,11950000,201,1052,5,0,1922,C,8010,37,1.37,2021-02-10,https://www.boliga.dk/bolig/1746909,"https://maps.google.com/?q=55.786742,12.503094",45
0,1745395,Bagsværdvej 87B, 2800 Kongens Lyngby,2800,5845000,137,916,4,0,1926,E,5076,52,1.1,2021-02-05,https://www.boliga.dk/bolig/1745395,"https://maps.google.com/?q=55.764761,12.482951",50
0,1745385,Egegårdsvej 24A, 2800 Kongens Lyngby,2800,6495000,137,968,5,0,1963,E,6007,0,1.26,2021-02-05,https://www.boliga.dk/bolig/1745385,"https://maps.google.com/?q=55.684135,12.461039",50
